id,Ime,Kraj,Drzava,Starost,Telefon,datum_vloge
142152,Constantine Hegges,Soisy-sous-Montmorency,France,59,(843) 7556512,22/04/2004
261068,Karyn Peres,Milano,Italy,29,(875) 2196720,02/12/2016
795525,Killy Boscher,Utkivka,Ukraine,21,(396) 1664229,23/02/2016
319868,Garry Leedal,Il’inskiy Pogost,Russia,32,(463) 5914368,27/08/2002
664043,Alfonso Prene,Quintãs,Portugal,39,(151) 7230062,31/08/2000
173661,Manda Gonning,Kalej,Poland,33,(976) 4028902,07/02/2002
217151,Horace Drioli,Moulins,France,44,(819) 4233333,27/03/2017
204457,Marti Heinke,Hostouň,Czech Republic,52,(143) 8107939,22/05/2016
150735,Gussi O'Shee,Orahovica Donja,Bosnia and Herzegovina,55,(331) 8064903,13/07/2015
975073,Davita Dalliwater,Halmstad,Sweden,39,(815) 9814213,01/12/2002
060121,Ham Dimic,Samagaltay,Russia,25,(130) 4153329,03/08/2003
015439,Darnell Beardow,Portela,Portugal,59,(925) 5056402,22/01/2014
787328,Alexander Shatliffe,Talalayivka,Ukraine,37,(786) 9032190,27/01/2004
056615,Kaylee Byrcher,Soutocico,Portugal,27,(461) 6498864,08/02/2018
267728,Mariana Haldenby,Carcassonne,France,49,(152) 4148075,31/12/2018
693349,Torr Legrice,Avelar,Portugal,27,(741) 9971725,20/07/2007
990565,Quintilla Embling,Pogorzyce,Poland,55,(918) 6218237,31/07/2011
648271,Westbrook Mack,Palilula,Serbia,61,(460) 9156819,30/07/2017
047406,Bev Gye,Włoszakowice,Poland,33,(715) 8678445,30/08/2007
973256,Benito Stichall,Lepoglava,Croatia,34,(951) 3831084,07/03/2012
187644,Auria Barnwall,Asnières-sur-Seine,France,26,(121) 4290657,25/10/2014
766379,Zara Funcheon,Gizel’,Russia,28,(236) 4826496,06/05/2016
744032,Klaus Cadwell,Hägersten,Sweden,40,(850) 2796806,25/07/2000
124456,Zachary Karolyi,Sernancelhe,Portugal,34,(968) 6801476,17/10/2004
903154,Haslett Wensley,München,Germany,27,(286) 7965870,01/07/2013
907287,Ketti Kinglesyd,Abakan,Russia,38,(680) 2974854,15/01/2014
837467,Faunie Huckell,Kowary,Poland,54,(503) 4852461,30/11/2013
401145,Peterus Mogey,Gnieżdżewo,Poland,34,(310) 6889588,15/03/2016
708573,Tuckie Threadgall,Segezha,Russia,21,(646) 9246545,25/12/2015
101926,Sherline Bollans,Montpellier,France,34,(419) 2655112,18/12/2012
678434,Minette Maleham,Akaki,Cyprus,40,(717) 2658820,25/05/2002
512762,Ado Timblett,Sabugueiro,Portugal,47,(137) 9480337,02/09/2001
805732,Harrison Drife,Beslan,Russia,29,(678) 9628312,24/05/2012
226625,Dirk Gallegos,Almoínhas Velhas,Portugal,64,(258) 2865175,06/05/2001
569341,Stephine Sherebrooke,Molde,Norway,24,(646) 9402354,04/07/2004
495540,Welch Wilsey,Limanowa,Poland,63,(830) 7335557,03/03/2018
323759,Hilary De Ortega,Uppsala,Sweden,21,(886) 6306658,07/02/2012
464297,Althea Tammadge,Beška,Serbia,22,(521) 5921643,22/12/2017
227832,Ave Fowell,Xankandi,Azerbaijan,37,(893) 5995389,25/08/2012
756160,Pierrette Cheales,Villejuif,France,45,(680) 7560719,13/07/2004
100904,Rodolfo Sydes,Neftegorsk,Russia,50,(992) 7000865,01/01/2008
054364,Kory Duff,Mayisyan,Armenia,52,(522) 7673407,26/09/2014
762049,Etti Sammons,Antimácheia,Greece,25,(373) 4806937,03/02/2015
785548,Florry Dane,Castlebellingham,Ireland,29,(351) 6401863,03/05/2008
098899,Koo Heinecke,Berlin,Germany,59,(366) 2895528,02/02/2006
400402,Gabbi Domino,Zlatni Pyasatsi,Bulgaria,51,(956) 2650642,08/02/2012
941866,Barbara Deerness,Plaisir,France,56,(873) 3639667,16/12/2007
834269,Gearard Bearcock,Tëploye,Russia,28,(535) 6203962,28/12/2008
165689,Guenna Peirazzi,Ludvika,Sweden,37,(885) 8914483,17/02/2009
724928,Maud Paolucci,Kista,Sweden,31,(353) 8471688,26/12/2004
734274,Brier Larsen,Rokycany,Czech Republic,29,(477) 2508880,02/05/2012
562792,Sergio Fishlee,Kosakowo,Poland,47,(490) 1141800,30/09/2007
473047,Raychel Skeel,Smyga,Ukraine,59,(246) 2160398,17/01/2012
753482,Aviva Gutridge,Katrineholm,Sweden,23,(681) 7256213,25/11/2003
438846,Norma Josephoff,Tikhvin,Russia,56,(434) 4870495,28/07/2009
053010,Kass Le Quesne,Untolovo,Russia,33,(548) 3711110,18/03/2012
039413,Lonny Nudds,Billdal,Sweden,37,(698) 3432627,07/01/2019
843344,Haily Henriet,Paris 04,France,63,(188) 4075129,27/08/2001
280270,Konrad McGinty,Mishkino,Russia,22,(612) 5189239,21/08/2012
434433,Josepha Gjerde,Despotovac,Serbia,22,(846) 4628072,18/06/2018
462725,Maurise Kinman,Kiruna,Sweden,42,(447) 1156537,24/06/2018
436256,Carmelita McVity,Trondheim,Norway,63,(784) 8527079,18/10/2000
245638,Phineas Lamas,Radeče,Slovenia,38,(632) 8938024,23/01/2018
084409,Alaric Weber,Paris 03,France,26,(977) 6543105,26/06/2004
922855,Ortensia Boullen,Michałów,Poland,32,(937) 5891324,14/09/2006
337205,Baxter Furnell,Semeljci,Croatia,30,(617) 9370136,15/09/2003
755345,Janith Bremner,Tsurib,Russia,59,(854) 3912762,21/03/2014
925356,Salvador Bartolommeo,Shklo,Ukraine,65,(681) 1263545,13/11/2006
707784,Dean Meighan,Krylovskaya,Russia,20,(863) 4184806,31/10/2018
203304,Wallis Ranking,Krasnodon,Ukraine,55,(247) 1821014,31/05/2001
923008,Derron Folley,Heerlen,Netherlands,49,(479) 4605594,09/12/2010
323398,Bennie Laraway,Leiden,Netherlands,65,(550) 5372794,23/01/2014
221739,Ros Lavarack,Montfort-sur-Meu,France,24,(521) 7847102,01/10/2016
995355,Colin Gazey,Bromma,Sweden,53,(754) 9634697,11/05/2006
559592,Karel Gisburn,Falun,Sweden,45,(297) 8231531,10/02/2015
338032,Anabel Prujean,Besançon,France,47,(516) 3692249,19/05/2018
717676,Elie Revance,Liješnica,Bosnia and Herzegovina,18,(462) 4334226,16/09/2013
318618,Carole Glasner,Praia das Maçãs,Portugal,63,(135) 9464737,21/04/2018
900665,Kathy Ianno,Korop,Ukraine,48,(353) 4402566,28/03/2014
014762,Freemon Been,Toshkivka,Ukraine,46,(371) 1852061,17/02/2006
621954,Willie Limpertz,Viškovci,Croatia,65,(357) 7072236,10/04/2017
238431,Hester Blunderfield,Iecava,Latvia,19,(246) 6510138,21/08/2000
017463,Bonnee Bener,Melun,France,31,(383) 8626813,03/10/2017
212012,Stevy Allenby,Arnoia,Portugal,61,(771) 1480699,15/08/2013
251817,Kirstin Cargenven,Uppsala,Sweden,36,(774) 9923091,07/07/2007
887370,Cam Pennaman,Zlín,Czech Republic,52,(745) 2776113,23/03/2001
734234,Gayleen Gieraths,Herrljunga,Sweden,51,(499) 8099254,04/07/2009
407855,Ripley Smelley,Chiţcani,Moldova,28,(324) 7569260,31/05/2018
658585,Roarke Summerley,Santa Cruz De Tenerife,Spain,57,(390) 8160754,28/12/2008
676205,Clemmy McDavid,Rodionovo-Nesvetayskaya,Russia,61,(949) 7141612,25/11/2000
851557,Dorita Loren,Koźle,Poland,28,(146) 6991734,12/03/2005
018392,Nelson Skillett,Świecie nad Osą,Poland,41,(142) 8091981,03/04/2019
568251,Ethelred Janota,Haykashen,Armenia,33,(334) 6302059,05/06/2007
989262,Alida Dixie,Moutas,Portugal,45,(232) 3076480,13/04/2003
331733,Shaylynn Midlar,Fontanka,Ukraine,32,(757) 8930545,25/07/2006
556043,Kizzee Worham,Šabac,Serbia,53,(349) 3048231,23/11/2001
435000,Farr Cuer,Ribafria,Portugal,47,(686) 8833639,02/02/2005
111291,Reuven Estevez,Le Perreux-sur-Marne,France,48,(474) 1724640,15/04/2012
360152,Inger Maw,Błędów,Poland,36,(275) 2469821,20/10/2015
882658,Golda Beedham,Iogach,Russia,55,(795) 3825942,20/01/2007
120878,Jemima Bainbridge,Crumlin,Ireland,35,(792) 2693657,29/12/2015
179353,Zared Olsson,Wojsławice,Poland,29,(644) 5031537,07/04/2008
225645,Ivor Baldacchi,Émpa,Cyprus,62,(239) 9711203,11/05/2010
560413,Dominik Caroli,Göteborg,Sweden,24,(310) 9649004,20/06/2003
016296,Joelly Bardell,Spuž,Montenegro,43,(743) 3428440,18/08/2015
871521,Abigail O' Gara,Krupanj,Serbia,21,(297) 8752610,08/03/2016
492298,Vikki MacCrossan,Velké Opatovice,Czech Republic,63,(152) 4830423,09/12/2007
972390,Wat Olsen,Vila Fria,Portugal,27,(169) 3613775,10/09/2014
251890,Berky Carbine,Montinho,Portugal,24,(342) 5547889,15/10/2009
397909,Brocky Shilvock,Santa Catarina,Portugal,31,(487) 2906527,23/07/2004
229426,Dorette Swinnerton,Besançon,France,34,(400) 6534494,14/07/2003
907551,Arman MacCorkell,Oslo,Norway,54,(272) 5841219,16/05/2005
014668,Tito Ilchuk,Saint Lucia,Malta,32,(583) 2849455,07/11/2017
808456,Lea Wyllie,Lazeshchyna,Ukraine,42,(774) 3009318,17/03/2004
204739,Rhoda Serman,Pontivy,France,55,(661) 7381980,17/11/2007
777117,Reilly Ferier,Sandvika,Norway,30,(559) 4595955,04/10/2001
650454,Leah Tinsley,Zheleznogorsk,Russia,63,(716) 8286971,13/08/2004
688551,Merwyn Abells,Åtvidaberg,Sweden,44,(209) 6601625,08/03/2008
551957,Isak Marler,Leon,Spain,64,(182) 3061144,25/12/2018
796438,Thorpe Janauschek,Overyata,Russia,43,(412) 6973853,10/05/2012
158843,Jenna Kapelhof,Verona,Italy,54,(268) 8081519,29/03/2007
997197,Diandra Woodroofe,Olszówka,Poland,59,(293) 7603996,02/05/2015
750779,Bette-ann McKleod,Yasenskaya,Russia,28,(682) 6023839,07/09/2018
254448,Aryn Skilbeck,Lyon,France,20,(505) 6099080,25/06/2010
039245,Wyn Morcomb,Vazhiny,Russia,25,(825) 1375174,26/02/2001
752339,Danna Thacke,Skhodnya,Russia,47,(856) 1964985,26/08/2006
557825,Arden Shalloe,Bosanski Novi,Bosnia and Herzegovina,21,(591) 8138966,29/10/2000
760417,Moses Abramowitch,Almaznyy,Russia,55,(109) 7396734,11/05/2003
765128,Malory Castellone,Krásná Hora nad Vltavou,Czech Republic,52,(379) 4228341,23/11/2001
666907,Ronni Heinrich,Libiąż,Poland,23,(673) 7517008,22/03/2007
445370,Arabel Epperson,Popielów,Poland,56,(514) 5283369,28/09/2003
803678,Seward Giddens,Nové Strašecí,Czech Republic,46,(114) 9856512,24/03/2016
411311,Saunders Seadon,Karlstad,Sweden,23,(770) 1440210,20/12/2015
569332,Ellswerth Orrom,Saint-Étienne,France,40,(748) 6775348,21/08/2003
333734,Rutherford Hallen,Irshava,Ukraine,36,(980) 6662067,16/05/2011
816180,Imojean Russe,Quinta,Portugal,38,(881) 9404843,13/09/2001
267951,Rafi Mathevon,Marseille,France,42,(848) 9426461,21/05/2006
228492,Isidro Jakobssen,Radom,Poland,29,(798) 8764163,13/12/2018
761990,Bill Starkey,Proboštov,Czech Republic,60,(221) 2844859,01/10/2014
259414,Kenn de Mullett,Almoínhas Velhas,Portugal,23,(241) 1074847,22/06/2008
575071,Tobit Oret,Brzeszcze,Poland,59,(566) 8538777,08/07/2012
746388,Marie-jeanne Jordine,Kurikka,Finland,49,(760) 6293173,09/08/2012
366549,Randolph Nestle,Suntar,Russia,46,(563) 3026659,03/10/2017
227285,Marian Veldstra,Torres Vedras,Portugal,53,(966) 5767265,15/02/2013
866786,Vasilis Snookes,Rennes,France,54,(724) 5078662,03/12/2011
297245,Kristien Asple,Xudat,Azerbaijan,65,(219) 8434744,30/09/2003
401715,Dyanne Hurry,Kisovec,Slovenia,26,(450) 3623396,03/08/2005
998338,Nance Warrilow,Schieren,Luxembourg,56,(491) 6821856,10/03/2006
762290,Maxie Kornalik,Kavajë,Albania,50,(904) 8318656,01/10/2009
698626,Constantino Mizen,Malishka,Armenia,24,(710) 6635513,01/03/2013
036970,Gill Kennerknecht,Bogandinskiy,Russia,43,(445) 3046999,23/03/2012
210469,Conant Giacubo,Ramana,Azerbaijan,39,(114) 2998721,22/11/2011
383431,Gypsy Braidon,Rakszawa,Poland,26,(821) 3881435,08/05/2005
146013,Harrie Lansly,Sadov,Czech Republic,23,(232) 5658209,16/10/2018
942256,Alis Radenhurst,Greda,Croatia,63,(961) 4749213,20/05/2001
889349,Darryl Fraczek,Nuštar,Croatia,24,(541) 8877488,04/07/2005
744296,Kellie McAlister,Obukhiv,Ukraine,49,(626) 1136786,02/10/2013
607620,Myrta McKernon,Amberd,Armenia,23,(188) 8336618,07/03/2008
445192,Jillana Ondrusek,Casal do Relvas,Portugal,26,(834) 6997539,19/11/2001
236156,Carla Kearsley,Brijest,Croatia,32,(918) 2999496,09/04/2008
181007,Marty McMahon,Balma,France,22,(930) 4599951,11/11/2005
918168,Shea Asel,Kommunisticheskiy,Russia,56,(834) 8174825,04/11/2003
475203,Maximo Scotsbrook,Korsze,Poland,46,(908) 7964131,04/05/2015
046022,Johnath Lace,Göteborg,Sweden,65,(809) 3650314,18/05/2010
435018,Mikkel Lindermann,Baguim do Monte,Portugal,54,(963) 5793124,26/04/2009
223045,Tito Prestage,Filótion,Greece,30,(953) 3290289,16/11/2001
027308,Rosetta Cable,Charneca,Portugal,48,(467) 7536577,18/11/2018
046156,Mellie Sturr,Ivatsevichy,Belarus,64,(759) 4674924,09/08/2000
256308,Evaleen Haffenden,Nasavrky,Czech Republic,34,(168) 3117070,23/02/2008
110738,Margarete Lile,Kinsale,Ireland,42,(136) 6758261,13/04/2003
288861,Nanete Egarr,Pau,France,50,(529) 4445965,03/05/2019
329115,Mariya Trevaskus,Torrevieja,Spain,38,(810) 4625602,22/12/2002
149141,Julianna Philpot,La Motte-Servolex,France,52,(870) 2364195,29/06/2004
216088,Stephani Ahmad,Sablé-sur-Sarthe,France,58,(673) 4547667,02/09/2018
621676,Henrieta Goodman,Molodohvardiys’k,Ukraine,55,(513) 6326258,23/03/2010
293644,Welby Pick,Řehlovice,Czech Republic,27,(448) 2991691,12/01/2015
827831,Charin Gerretsen,Chapayevka,Ukraine,35,(889) 8195047,04/04/2018
928096,Brodie Goldsack,Järfälla,Sweden,50,(518) 9326404,15/03/2014
595023,Free Beedon,Chiţcani,Moldova,65,(560) 8555601,18/04/2011
533773,Harman Lafee,Novoanninskiy,Russia,60,(967) 4917690,26/02/2010
241543,Nelie Tolland,Ordzhonikidzevskaya,Russia,52,(761) 9385182,02/04/2015
725044,Ninette Dinis,Chambray-lès-Tours,France,52,(641) 1087693,25/08/2007
263996,Micaela Covet,Valašská Bystřice,Czech Republic,22,(771) 7843391,16/05/2018
984784,Sisile Spurr,Tomsk,Russia,22,(160) 3436775,15/07/2002
946109,Gardner Geleman,Örnsköldsvik,Sweden,37,(262) 6314554,14/03/2011
946619,Cinnamon Face,Kiukainen,Finland,38,(341) 1111654,25/11/2002
611587,Clarke Tidbald,Tarxien,Malta,64,(625) 2201205,22/01/2012
536424,Verla Hendonson,Cergy-Pontoise,France,55,(932) 2157272,29/05/2016
009005,Alleyn Poter,Åtvidaberg,Sweden,60,(258) 5859073,24/08/2014
439147,Jo-anne Brito,Jasionów,Poland,50,(591) 9596521,12/11/2016
436648,Elmer McGilmartin,Helsingborg,Sweden,37,(772) 6304723,18/02/2016
649560,Albertina Kennett,Pokrovskoye,Russia,52,(530) 2152840,16/08/2016
660784,Kerby Fabler,Puconci,Slovenia,32,(835) 4631907,20/10/2000
119732,Gerianne Killough,Örnsköldsvik,Sweden,22,(662) 5238761,31/01/2017
990840,Vitia Dreigher,Brejoeira,Portugal,26,(166) 5068114,04/09/2014
606370,Lorin Alsopp,Czarna Dąbrówka,Poland,64,(716) 4139999,14/07/2014
738398,Beret Hellsdon,Obroshyne,Ukraine,56,(559) 4758819,20/12/2014
305119,Leonhard Glinde,København,Denmark,57,(127) 9300683,03/03/2018
044258,Annora Torvey,Angoulême,France,56,(769) 5160498,26/12/2007
306651,Clywd Ellerby,Krzemieniewo,Poland,31,(132) 4530569,07/08/2003
613917,Rockie Badsey,Hässleholm,Sweden,54,(844) 3631927,21/10/2007
809388,Cross Olerenshaw,Uspenka,Ukraine,33,(147) 9551343,12/01/2008
580221,Kandace Kilius,Kamo,Armenia,41,(325) 5079391,23/02/2018
900480,Konrad Duffitt,Słońsk,Poland,52,(431) 9638433,26/01/2016
970006,Henka Garard,Tomelilla,Sweden,38,(339) 8008498,13/12/2009
514785,Geneva Pappi,Yeniköy,Turkey,46,(184) 8530250,03/02/2019
344671,Parry Andrewartha,Ulricehamn,Sweden,21,(773) 5487991,20/05/2005
694542,Ilise Irvine,Aberdeen,United Kingdom,34,(221) 1994901,06/03/2019
314195,Dannel Cromack,Ruše,Slovenia,63,(299) 8984409,13/06/2018
455625,Dalia Wittke,Urshel’skiy,Russia,32,(235) 6708023,03/01/2012
462547,Germain Cabrara,Sterlibashevo,Russia,19,(889) 2541188,18/02/2019
295418,Serge Dalgetty,Радишани,Macedonia,25,(776) 2196437,04/01/2008
170097,Sander Ginnell,Krokeaí,Greece,37,(194) 4797017,08/07/2015
414122,Cly Boner,Pruszcz,Poland,27,(241) 6737595,26/09/2017
710377,Josh Caseley,Vratsa,Bulgaria,35,(489) 7024148,01/05/2008
320183,Gibby Clausewitz,Nice,France,48,(388) 7795850,26/03/2001
931633,Lonna Hurich,Sanguinheira,Portugal,21,(900) 1258180,17/12/2007
966485,Constancia McNamee,Ledenice,Czech Republic,27,(378) 5793262,06/08/2018
963292,Hyacinthe Ecob,Volkhov,Russia,62,(575) 6240515,02/12/2010
754440,Della Woodham,São Pedro de Muel,Portugal,42,(626) 8754747,01/06/2010
572965,Crysta Dommerque,Stocksund,Sweden,26,(589) 6981146,16/09/2018
094243,Melvin Grundy,Tandzut,Armenia,54,(714) 8038329,21/04/2019
151694,Asher Tayt,Staré Město,Czech Republic,42,(553) 1702999,06/05/2014
681733,Helenka Trattles,Västerås,Sweden,51,(208) 2825670,23/06/2010
041030,Morrie Sutton,Fulnek,Czech Republic,38,(724) 9879058,22/03/2002
302869,Kiley Geffinger,Valka,Latvia,18,(519) 5080569,08/01/2019
403923,Shurlocke De Andisie,Yug,Russia,63,(338) 4211424,27/01/2016
293627,Mallory Vignal,Kopychyntsi,Ukraine,61,(174) 7100324,27/09/2012
579416,Brynn Hanny,Kalinovskaya,Russia,51,(563) 5422123,04/01/2011
581484,Angelika Breydin,Alzamay,Russia,63,(147) 2649225,05/05/2018
157890,Alisha Trustrie,Urkarakh,Russia,24,(250) 4063928,15/11/2009
828312,Mina Mortell,Šuto Orizare,Macedonia,65,(849) 7095776,11/05/2003
896029,Charisse Bater,Paris 16,France,45,(271) 6797525,08/07/2003
970335,Henrietta Hedworth,Palma De Mallorca,Spain,20,(717) 6789597,27/04/2008
539080,Freeman Dinneen,Vylkove,Ukraine,20,(175) 3982199,27/11/2016
545657,Rachel Rodolphe,Eira Nova,Portugal,53,(123) 6751160,24/04/2004
513353,Mirabel Kemmis,Przeworsk,Poland,20,(609) 7956696,22/03/2009
003293,Geri Janz,Leninsk,Russia,28,(958) 3530136,01/12/2003
618248,Hannis Jane,Vodstroy,Russia,47,(313) 8036700,21/11/2000
282675,Odilia Bredee,Salvador,Portugal,62,(417) 2267319,17/07/2018
967041,Rhett Assaf,Nîmes,France,33,(515) 7086998,18/06/2010
398412,Amaleta Hanrahan,Adámas,Greece,57,(839) 7903789,29/06/2018
012700,Sonnie Simla,Neryungri,Russia,26,(765) 6016212,11/04/2004
781315,Phineas Tytterton,Rokitno Szlacheckie,Poland,33,(916) 8441911,14/09/2008
622398,Romain Yokley,Seredyna-Buda,Ukraine,57,(138) 7015616,13/06/2002
680578,Gertrudis Cromwell,Wilcza,Poland,60,(429) 6999423,08/04/2003
657120,Gay Chazette,Foz Sousa,Portugal,27,(430) 8741589,13/11/2014
220454,Brig Brelsford,Kup,Poland,37,(972) 8963865,05/11/2003
993881,Elinore Govier,Strasbourg,France,29,(694) 7364631,26/06/2011
647910,Gusty Ropp,Arcueil,France,57,(826) 2370280,04/07/2018
228536,Sayers Marion,Turgenevo,Russia,59,(786) 1619628,19/05/2011
566043,Ber Kerwen,Slovenska Bistrica,Slovenia,43,(942) 1064265,20/01/2015
563767,Maggie Gerring,Samoljica,Serbia,42,(739) 9673368,15/12/2018
466406,Blaine Peyzer,Lidingö,Sweden,27,(282) 4810201,21/10/2015
465526,Gregg Garbar,Ingarö,Sweden,41,(704) 3400968,26/12/2002
254146,Fanchon Batkin,Lorient,France,49,(528) 8339706,06/11/2015
127049,Cassi Scown,Leeuwarden,Netherlands,21,(808) 7626628,06/03/2004
480218,Quintin Whatling,Doghs,Armenia,37,(789) 5386355,03/01/2001
532271,Burton Deener,Dvorichna,Ukraine,56,(392) 5296184,05/03/2012
322099,Farrell Carbery,Issoudun,France,27,(258) 1473714,24/09/2009
757321,Quincy Ilyunin,Burla,Russia,29,(819) 3544581,15/03/2016
350215,Savina Ashelford,Castanheira do Campo,Portugal,42,(105) 1348897,08/06/2013
204062,Scarlet Corey,Volovets,Ukraine,52,(738) 1717039,01/02/2016
304092,Dalis Caudrey,Sävsjö,Sweden,39,(971) 1546210,18/04/2018
957803,Tadeo Feasley,Brylivka,Ukraine,20,(770) 9609210,18/08/2017
951185,Konrad Sager,Pirogovo,Russia,26,(679) 6953466,26/02/2017
267499,Jany Crippill,Norrtälje,Sweden,37,(306) 5081834,30/10/2012
057261,Lian Ducket,Bavorov,Czech Republic,46,(151) 7655069,31/08/2004
033250,Vassily Louch,Le Bourget-du-Lac,France,27,(787) 6361772,04/04/2009
650940,Uta Reary,Berezayka,Russia,60,(815) 1373506,17/08/2001
615169,Myra Layzell,Himanka,Finland,56,(774) 4435807,28/07/2015
406415,Andrew Pinel,Husów,Poland,35,(265) 6955852,13/07/2012
855104,Liv Millery,Drochia,Moldova,65,(682) 6677920,28/05/2009
642854,Gavin Tutchener,K’ulashi,Georgia,26,(453) 1077308,29/06/2013
947905,Laurie Veazey,Proença-a-Nova,Portugal,42,(822) 7373912,01/01/2016
883686,Brooke MacGahey,Lucan,Ireland,62,(555) 4606666,23/10/2015
964561,Armando Cox,Krasnyy Profintern,Russia,25,(481) 5258830,13/12/2004
105395,Hetty Bidmead,Zarszyn,Poland,59,(679) 4773354,26/11/2009
444564,Sharona Kesten,Kavásilas,Greece,23,(630) 4651521,18/09/2018
184113,Thornton Gullick,Zimovniki,Russia,39,(756) 8596494,07/08/2006
097063,Sapphira Albrecht,Buy,Russia,49,(813) 8475138,14/02/2002
368841,Sibelle Wince,Stalís,Greece,22,(961) 5402852,04/01/2014
612666,Janeva Emes,Zlín,Czech Republic,53,(865) 7006667,09/02/2005
175903,Brant Zanussii,Kirovskaya,Russia,53,(532) 3549862,27/08/2015
093818,Dell Stainer,Gorzów Wielkopolski,Poland,49,(660) 1865285,06/09/2018
593419,Karmen Nathon,Cobre,Portugal,58,(491) 6663512,03/06/2011
276200,Clerkclaude Gammell,Vänersborg,Sweden,55,(652) 1649544,23/10/2013
207954,Dunc Signori,Strogino,Russia,49,(432) 8441980,21/09/2018
821883,Cristi Curnok,Makrýgialos,Greece,60,(784) 7765500,09/01/2015
990797,Orelia Zimmermeister,Hofors,Sweden,55,(488) 9862070,26/03/2002
993884,Lilian Teideman,Kramarzówka,Poland,41,(607) 9018513,29/01/2004
133040,Fidelia Rudolfer,Novaya Usman’,Russia,48,(384) 1841537,10/02/2013
688279,Natty Ivan,Montinho,Portugal,28,(239) 4297022,02/11/2008
579616,Kippy Marin,Skomielna Czarna,Poland,30,(494) 3753302,23/10/2000
282569,Ripley Drewitt,Dudchany,Ukraine,41,(670) 7666316,09/07/2014
172068,Wilt Aleksidze,Chemal,Russia,37,(286) 5057073,18/01/2007
573502,Ginelle Samuels,Zaklików,Poland,40,(731) 7004839,13/03/2014
337025,Reeba Beedon,Arroteia,Portugal,64,(576) 1601580,30/12/2014
666004,Madalena Filippozzi,Kudirkos Naumiestis,Lithuania,18,(298) 3688304,16/03/2013
125362,Kiah Klimsch,København,Denmark,65,(755) 1084779,11/12/2002
396080,Gerik Foster,Chaltyr,Russia,21,(201) 3817131,16/06/2005
669690,Sissie Rowett,Vällingby,Sweden,57,(459) 3447902,25/05/2005
269730,Carmelia Montfort,Caen,France,42,(630) 2960587,10/04/2014
726590,Prentiss Goodricke,Humpolec,Czech Republic,62,(783) 9751036,30/03/2019
438368,Fionna Rathborne,Bystřice nad Pernštejnem,Czech Republic,29,(961) 2284135,24/04/2017
938833,Auroora Cassells,Västerås,Sweden,23,(634) 2315241,02/06/2007
610573,Angel Toohey,Starominskaya,Russia,53,(719) 6938024,14/05/2014
227888,Lyndell Sussans,Ostankinskiy,Russia,19,(416) 1257179,16/09/2015
542728,Audre Ricciardi,Dąbie,Poland,64,(546) 2633584,19/09/2018
785563,Emmery Elcoate,Svetlyy Yar,Russia,51,(511) 6151405,26/02/2007
211077,Cornie Ponten,Carcassonne,France,48,(417) 1416303,05/05/2018
459177,Hayley Sprull,Laliki,Poland,58,(899) 1754388,04/03/2004
691351,Barnebas Perrott,Växjö,Sweden,31,(738) 5034849,25/01/2019
326983,Monah Tenny,Dillenburg,Germany,38,(181) 1965410,02/01/2002
395538,Sinclair Ruggiero,Baganha,Portugal,52,(808) 2754812,22/10/2014
459505,Kylie Bulled,Zakan-Yurt,Russia,36,(805) 5804718,11/09/2009
781724,Pandora Maunsell,Nogueira,Portugal,27,(278) 1729753,25/10/2016
